Goals,Deaths,Reward,Step 
264,273,1.031646,82700
265,273,1.08,82825
266,273,1.056818,83005
266,274,-1,83205
267,274,1.087719,83320
267,275,-1,83430
267,276,-1,83565
268,276,1.060976,83730
268,277,-1,83895
268,278,-1,84025
268,279,-1,84175
269,279,1.105263,84270
269,280,-1,84595
269,281,-1,84715
269,282,-1,84845
269,283,-1,84905
270,283,1.077519,85035
271,283,1.084746,85155
271,284,-1,85250
272,284,1.060606,85415
273,284,1.057471,85590
274,284,1.113636,85680
275,284,1.068966,85825
275,285,-1,86015
276,285,1.092593,86125
277,285,1.064516,86280
278,285,1.067114,86430
278,286,-1,86570
279,286,1.052632,86760
280,286,1.090909,86870
281,286,1.116279,86960
281,287,-1,87145
281,288,-1,87305
282,288,1.095238,87410
283,288,1.060241,87580
284,288,1.08547,87700
284,289,-1,88030
285,289,1.064935,88185
285,290,-1,88350
286,290,1.083333,88470
287,290,1.06993,88615
287,291,-1,88740
287,292,-1,88890
287,293,-1,89015
287,294,-1,89270
288,294,1.126582,89350
289,294,1.047847,89560
289,295,-1,89710
289,296,-1,89915
289,297,-1,90075
290,297,1.05618,90255
291,297,1.05988,90425
291,298,-1,90590
292,298,1.071429,90730
293,298,1.058824,90900
293,299,-1,91110
294,299,1.106383,91205
294,300,-1,91290
295,300,1.081301,91415
295,301,-1,91520
296,301,1.082645,91645
296,302,-1,91825
297,302,1.05988,91995
298,302,1.107527,92090
298,303,-1,92315
298,304,-1,92450
298,305,-1,92590
298,306,-1,92665
298,307,-1,92850
299,307,1.074074,92985
299,308,-1,93145
300,308,1.092593,93255
301,308,1.08547,93375
301,309,-1,93490
302,309,1.086207,93610
303,309,1.080645,93735
304,309,1.068966,93880
305,309,1.079365,94010
305,310,-1,94205
306,310,1.092593,94315
306,311,-1,94425
307,311,1.067568,94575
307,312,-1,94700
307,313,-1,94855
308,313,1.086207,94975
308,314,-1,95085
308,315,-1,95220
309,315,1.1,95320
309,316,-1,95480
310,316,1.111111,95570
310,317,-1,95720
310,318,-1,95840
311,318,1.060241,96010
312,318,1.082645,96135
313,318,1.067568,96285
314,318,1.080645,96410
314,319,-1,96535
314,320,-1,96640
314,321,-1,96795
315,321,1.079365,96925
316,321,1.087719,97040
316,322,-1,97155
317,322,1.09901,97260
317,323,-1,97380
317,324,-1,97570
317,325,-1,97710
317,326,-1,97830
318,326,1.05,98030
319,326,1.058824,98200
320,326,1.062112,98365
320,327,-1,98535
320,328,-1,98650
320,329,-1,98755
320,330,-1,98905
320,331,-1,99210
320,332,-1,99370
321,332,1.11236,99460
322,332,1.075758,99595
322,333,-1,99730
322,334,-1,99875
322,335,-1,100100
322,336,-1,100270
322,337,-1,100475
323,337,1.049751,100680
323,338,-1,100780
324,338,1.070423,100925
325,338,1.055249,101110
325,339,-1,101245
326,339,1.05814,101420
326,340,-1,101575
327,340,1.077519,101705
328,340,1.0625,101865
329,340,1.09901,101970
329,341,-1,102210
330,341,1.084034,102330
330,342,-1,102475
330,343,-1,102630
331,343,1.087719,102745
332,343,1.088496,102860
332,344,-1,102920
332,345,-1,103075
332,346,-1,103210
333,346,1.054945,103395
334,346,1.04329,103630
334,347,-1,103800
334,348,-1,103965
335,348,1.064935,104120
335,349,-1,104220
335,350,-1,104355
336,350,1.117647,104440
336,351,-1,104565
336,352,-1,104685
336,353,-1,104850
336,354,-1,104995
337,354,1.049505,105200
337,355,-1,105375
337,356,-1,105520
337,357,-1,105655
337,358,-1,105815
337,359,-1,105825
338,359,1.076336,105960
338,360,-1,106025
338,361,-1,106105
338,362,-1,106295
338,363,-1,106390
339,363,1.107527,106485
339,364,-1,106720
340,364,1.1,106820
341,364,1.09009,106935
342,364,1.10101,107035
342,365,-1,107095
343,365,1.075188,107230
344,365,1.111111,107320
344,366,-1,107430
344,367,-1,107575
345,367,1.054945,107760
345,368,-1,107885
346,368,1.102041,107985
347,368,1.086207,108105
347,369,-1,108220
348,369,1.15625,108285
348,370,-1,108535
349,370,1.077519,108665
349,371,-1,108790
350,371,1.065789,108945
351,371,1.043103,109180
351,372,-1,109325
352,372,1.098039,109430
353,372,1.06993,109575
354,372,1.142857,109645
354,373,-1,109830
354,374,-1,109915
355,374,1.098039,110020
356,374,1.086957,110135
357,374,1.090909,110245
358,374,1.060606,110410
358,375,-1,110530
359,375,1.120482,110615
360,375,1.09901,110720
361,375,1.080645,110845
362,375,1.106383,110940
