Goals,Deaths,Reward,Step 
275,109,-1.000272,27847
276,109,1.094067,27957
277,109,1.155978,28022
277,110,-0.98025,28067
278,110,1.108246,28182
279,110,1.066394,28332
279,111,-1.000272,28402
279,112,-0.98025,28487
280,112,1.104496,28607
281,112,1.133061,28682
282,112,1.090637,28792
283,112,1.077853,28922
284,112,1.125013,29017
284,113,-1.000272,29087
284,114,-1.000272,29152
285,114,1.12021,29237
286,114,1.122843,29337
286,115,-1.000272,29417
286,116,-0.98025,29502
287,116,1.133386,29592
288,116,1.103784,29712
288,117,-0.98025,29757
288,118,-1.000272,29872
289,118,1.085935,29992
290,118,1.175166,30052
291,118,1.10282,30152
292,118,1.077247,30282
292,119,-1.000272,30317
292,120,-0.98025,30382
292,121,-1.000272,30452
293,121,1.103894,30552
293,122,-1.000272,30632
293,123,-1.000272,30747
293,124,-1.000272,30837
294,124,1.055283,31017
294,125,-1.000272,31057
295,125,1.076651,31187
296,125,1.097767,31292
296,126,-1.000272,31352
296,127,-1.000272,31452
297,127,1.081695,31577
298,127,1.096815,31682
298,128,-1.000272,31762
299,128,1.09232,31872
299,129,-1.000272,31917
299,130,-1.000272,32002
300,130,1.093186,32112
301,130,1.124728,32192
302,130,1.138616,32267
302,131,-1.000272,32417
303,131,1.11467,32507
304,131,1.144655,32577
305,131,1.127933,32657
305,132,-1.000272,32787
305,133,-1.000272,32977
305,134,-0.98025,33057
305,135,-1.000272,33112
305,136,-1.000272,33212
306,136,1.078468,33342
307,136,1.171265,33412
308,136,1.169004,33482
309,136,1.107255,33577
309,137,-1.000272,33622
310,137,1.118775,33707
310,138,-1.000272,33817
310,139,-1.000272,33942
311,139,1.101768,34042
311,140,-1.000272,34097
311,141,-1.000272,34247
311,142,-1.000272,34312
311,143,-1.000272,34392
311,144,-1.000272,34452
312,144,1.116837,34557
312,145,-1.000272,34597
312,146,-1.000272,34657
313,146,1.073802,34792
314,146,1.153083,34867
315,146,1.077853,34997
315,147,-0.98025,35042
315,148,-1.000272,35097
315,149,-1.000272,35147
316,149,1.108423,35242
316,150,-1.000272,35337
316,151,-1.000272,35392
317,151,1.138616,35467
317,152,-0.98025,35612
318,152,1.133061,35687
318,153,-0.98025,35737
319,153,1.101768,35837
319,154,-1.000272,35927
320,154,1.09849,36057
321,154,1.104991,36152
321,155,-1.000272,36242
322,155,1.11467,36332
322,156,-1.000272,36407
323,156,1.12076,36507
324,156,1.093186,36617
325,156,1.116007,36707
325,157,-1.000272,36767
325,158,-1.000272,36867
325,159,-1.000272,36957
325,160,-1.000272,37062
325,161,-1.000272,37122
326,161,1.140573,37197
327,161,1.076064,37332
327,162,-1.000272,37412
328,162,1.075485,37547
329,162,1.07015,37692
329,163,-1.000272,37797
330,163,1.094067,37907
330,164,-1.000272,38022
330,165,-1.000272,38107
330,166,-0.98025,38162
330,167,-0.98025,38217
331,167,1.155978,38282
332,167,1.109036,38397
332,168,-1.000272,38462
333,168,1.11876,38567
333,169,-1.000272,38637
333,170,-0.98025,38697
334,170,1.108246,38812
334,171,-1.000272,38922
334,172,-1.000272,38987
335,172,1.090637,39097
336,172,1.116837,39202
337,172,1.108246,39317
338,172,1.113364,39407
339,172,1.094067,39517
339,173,-1.000272,39587
340,173,1.05687,39762
341,173,1.079093,39892
341,174,-1.000272,39922
341,175,-1.000272,40027
341,176,-1.000272,40127
342,176,1.138616,40202
342,177,-1.000272,40247
342,178,-1.000272,40297
342,179,-1.000272,40357
343,179,1.112087,40447
344,179,1.089013,40562
345,179,1.10282,40662
345,180,-1.000272,40747
345,181,-0.98025,40797
345,182,-1.000272,40877
345,183,-0.98025,40952
345,184,-1.000272,41092
346,184,1.164678,41162
346,185,-1.000272,41237
347,185,1.163662,41302
348,185,1.11467,41392
349,185,1.137397,41477
350,185,1.192164,41537
350,186,-0.98025,41632
351,186,1.081028,41757
352,186,1.133386,41847
353,186,1.118775,41932
353,187,-1.000272,41997
354,187,1.143207,42082
354,188,-1.000272,42222
355,188,1.124728,42302
356,188,1.11467,42392
357,188,1.094966,42497
357,189,-0.98025,42552
357,190,-1.000272,42677
358,190,1.153574,42742
359,190,1.147955,42822
359,191,-1.000272,42907
360,191,1.093824,43042
361,191,1.153574,43107
361,192,-1.000272,43242
361,193,-1.000272,43337
362,193,1.094966,43442
363,193,1.109618,43537
363,194,-1.000272,43597
363,195,-0.98025,43662
364,195,1.099728,43762
364,196,-1.000272,43827
365,196,1.10984,43942
366,196,1.161018,44007
366,197,-1.000272,44117
367,197,1.136029,44207
368,197,1.097767,44312
369,197,1.091471,44422
369,198,-1.000272,44502
370,198,1.087447,44617
370,199,-1.000272,44712
371,199,1.081028,44837
371,200,-1.000272,44912
371,201,-1.000272,45002
372,201,1.123184,45087
373,201,1.11467,45177
374,201,1.101768,45277
374,202,-1.000272,45407
374,203,-1.000272,45537
375,203,1.099115,45667
376,203,1.195806,45722
376,204,-0.98025,45777
376,205,-1.000272,45872
377,205,1.118775,45957
378,205,1.09849,46087
379,205,1.186417,46147
379,206,-0.98025,46212
380,206,1.107255,46307
380,207,-0.98025,46367
380,208,-1.000272,46422
381,208,1.151329,46502
381,209,-0.98025,46622
381,210,-1.000272,46667
382,210,1.11975,46767
383,210,1.12021,46852
383,211,-0.98025,46912
384,211,1.076893,47087
385,211,1.104991,47182
386,211,1.169219,47242
387,211,1.083061,47362
387,212,-1.000272,47432
387,213,-1.000272,47472
388,213,1.089013,47587
389,213,1.116007,47677
389,214,-0.98025,47782
389,215,-1.000272,47907
389,216,-1.000272,47967
389,217,-1.000272,48012
389,218,-1.000272,48077
389,219,-1.000272,48157
389,220,-1.000272,48227
390,220,1.171265,48297
391,220,1.058899,48467
392,220,1.173596,48532
393,220,1.127933,48612
394,220,1.127933,48692
395,220,1.113208,48802
396,220,1.080373,48927
397,220,1.078468,49057
398,220,1.093186,49167
399,220,1.072191,49307
399,221,-1.000272,49362
400,221,1.161018,49427
401,221,1.09232,49537
402,221,1.140232,49622
402,222,-1.000272,49747
403,222,1.134863,49822
403,223,-1.000272,49887
404,223,1.08259,50008
404,223,1.08259,50008
404,224,-1.000272,50048
405,224,1.103894,50148
406,224,1.136714,50223
406,225,-1.000272,50308
406,226,-1.000272,50353
407,226,1.094966,50458
408,226,1.068221,50608
408,227,-0.98025,50658
408,228,-1.000272,50748
408,229,-1.000272,50808
408,230,-1.000272,50863
409,230,1.103083,50983
410,230,1.063422,51143
410,231,-0.98025,51188
410,232,-1.000272,51268
411,232,1.12631,51348
412,232,1.090173,51493
412,233,-1.000272,51583
412,234,-1.000272,51643
413,234,1.067295,51793
413,235,-1.000272,51863
414,235,1.093186,51973
415,235,1.116007,52063
416,235,1.176,52128
417,235,1.143207,52213
418,235,1.127277,52308
418,236,-0.98025,52373
419,236,1.11467,52463
419,237,-1.000272,52528
